Dataset,Frame,Synthesized.View,p1,p2,p3
TechnicolorMuseum,100,16,4,0,0
TechnicolorMuseum,100,18,4,0,0
TechnicolorMuseum,100,19,5,0,0
TechnicolorMuseum,100,20,5,0,0
TechnicolorMuseum,100,21,4,0,0
TechnicolorMuseum,100,22,4,0,0
TechnicolorMuseum,100,23,4,0,0
TechnicolorMuseum,150,2,4,0,0
TechnicolorMuseum,150,3,4,0,0
TechnicolorMuseum,150,5,4,0,0
TechnicolorMuseum,150,6,4,0,0
TechnicolorMuseum,150,7,4,0,0
TechnicolorMuseum,150,8,4,0,0
TechnicolorMuseum,150,9,4,0,0
TechnicolorMuseum,150,10,4,0,0
TechnicolorMuseum,150,14,4,0,0
TechnicolorMuseum,150,15,4,0,0
TechnicolorMuseum,150,16,4,0,0
TechnicolorMuseum,150,18,4,0,0
TechnicolorMuseum,150,19,5,0,0
TechnicolorMuseum,150,20,5,0,0
TechnicolorMuseum,150,21,4,0,0
TechnicolorMuseum,150,22,4,0,0
TechnicolorMuseum,150,23,4,0,0
TechnicolorMuseum,200,2,4,0,0
TechnicolorMuseum,200,3,4,0,0
TechnicolorMuseum,200,5,4,0,0
TechnicolorMuseum,200,6,4,0,0
TechnicolorMuseum,200,7,4,0,0
TechnicolorMuseum,200,8,4,0,0
TechnicolorMuseum,200,9,4,0,0
TechnicolorMuseum,200,10,4,0,0
TechnicolorMuseum,200,14,4,0,0
TechnicolorMuseum,200,15,4,0,0
TechnicolorMuseum,200,16,4,0,0
TechnicolorMuseum,200,18,4,0,0
TechnicolorMuseum,200,19,5,0,0
TechnicolorMuseum,200,20,5,0,0
TechnicolorMuseum,200,21,4,0,0
TechnicolorMuseum,200,22,4,0,0
TechnicolorMuseum,200,23,4,0,0
TechnicolorMuseum,250,2,4,0,0
TechnicolorMuseum,250,3,4,0,0
TechnicolorMuseum,250,5,4,0,0
TechnicolorMuseum,250,6,4,0,0
TechnicolorMuseum,250,7,4,0,0
TechnicolorMuseum,250,8,4,0,0
TechnicolorMuseum,250,9,4,0,0
TechnicolorMuseum,250,10,4,0,0
TechnicolorMuseum,250,14,4,0,0
TechnicolorMuseum,250,15,4,0,0
TechnicolorMuseum,250,16,4,0,0
TechnicolorMuseum,250,18,4,0,0
TechnicolorMuseum,250,19,5,0,0
TechnicolorMuseum,250,20,5,0,0
TechnicolorMuseum,250,21,4,0,0
TechnicolorMuseum,250,22,4,0,0
TechnicolorMuseum,250,23,4,0,0
TechnicolorHijack,50,0,3,0,0
TechnicolorHijack,50,6,3,0,0
TechnicolorHijack,50,7,3,0,0
TechnicolorHijack,100,0,3,0,0
TechnicolorHijack,100,6,3,0,0
TechnicolorHijack,100,7,3,0,0
TechnicolorHijack,150,0,3,0,0
TechnicolorHijack,150,6,3,0,0
TechnicolorHijack,150,7,3,0,0
TechnicolorHijack,200,0,3,0,0
TechnicolorHijack,200,6,3,0,0
TechnicolorHijack,200,7,3,0,0
TechnicolorHijack,250,0,3,0,0
TechnicolorHijack,250,6,3,0,0
TechnicolorHijack,250,7,3,0,0
